spkid,full_name,name,neo,sats,H,orbit_id,e,a,q,i,om,w,tp,per,per_y,moid,moid_ld,moid_jup,t_jup,data_arc,condition_code,rms,pha,class
20000130,   130 Elektra (A873 DA),Elektra,N,3,7.47,JPL 143,0.2096,3.125,2.47,22.78,144.97,237.86,2460924.97,2020,5.52,1.54,599,1.91,3.06,47810,0,0.19802,N,MBA
20000131,   131 Vala (A873 KA),Vala,N,0,10.03,JPL 101,0.0693,2.432,2.263,4.96,65.56,161.54,2460646.43,1380,3.79,1.26,489,2.37,3.5,55198,0,0.31023,N,MBA
20000132,   132 Aethra (A873 LA),Aethra,N,0,8.96,JPL 84,0.3868,2.612,1.601,24.98,258.05,255.6,2460516.14,1540,4.22,0.783,305,2.2,3.18,55095,0,0.31481,N,MCA
20000133,   133 Cyrene (A873 QA),Cyrene,N,0,8.07,JPL 105,0.1334,3.066,2.658,7.21,318.92,290.86,2459802.52,1960,5.37,1.66,644,1.66,3.21,55178,0,0.32736,N,MBA
20000134,   134 Sophrosyne (A873 SA),Sophrosyne,N,0,8.98,JPL 142,0.1151,2.564,2.269,11.61,345.84,85.64,2461144.85,1500,4.1,1.32,513,2.42,3.4,53690,0,0.31119,N,MBA
20000135,   135 Hertha (A874 DA),Hertha,N,0,8.37,JPL 134,0.2081,2.427,1.922,2.3,343.44,340.38,2460067.86,1380,3.78,0.91,354,2.39,3.48,54315,0,0.29133,N,MBA
20000136,   136 Austria (A874 FA),Austria,N,0,9.78,JPL 100,0.0844,2.287,2.094,9.58,186.4,132.93,2460365.68,1260,3.46,1.09,426,2.74,3.58,53929,0,0.30275,N,MBA
20000137,   137 Meliboea (A874 HA),Meliboea,N,0,8.37,JPL 136,0.211,3.123,2.464,13.43,202.17,107.68,2460400.83,2020,5.52,1.49,580,1.81,3.14,52695,0,0.26251,N,MBA
20000138,   138 Tolosa (A874 KA),Tolosa,N,0,9.04,JPL 103,0.1617,2.449,2.053,3.2,54.72,260.7,2460445.21,1400,3.83,1.04,406,2.42,3.48,46507,0,0.28992,N,MBA
20000139,   139 Juewa (A874 TA),Juewa,N,0,8.06,JPL 131,0.1701,2.785,2.311,10.87,1.67,167.24,2460717.55,1700,4.65,1.32,514,1.71,3.28,52249,0,0.28354,N,MBA
20000140,   140 Siwa (A874 TB),Siwa,N,0,8.5,JPL 179,0.2162,2.734,2.143,3.19,107.07,197.21,2459985.75,1650,4.52,1.13,439,1.92,3.32,53875,0,0.39872,N,MBA
20000141,   141 Lumen (A875 AA),Lumen,N,0,8.39,JPL 101,0.2132,2.667,2.098,11.89,318.45,57.85,2461077.18,1590,4.36,1.12,438,2.35,3.32,53714,0,0.3391,N,MBA
20000142,   142 Polana (A875 BA),Polana,N,0,10.57,JPL 71,0.1331,2.421,2.099,2.24,291.09,292.15,2461185.39,1380,3.77,1.09,425,2.24,3.5,52628,0,0.25854,N,MBA
20000143,   143 Adria (A875 DA),Adria,N,0,9.35,JPL 79,0.0729,2.761,2.56,11.44,332.96,251.92,2459896.5,1680,4.59,1.58,616,2.1,3.31,52747,0,0.23826,N,MBA
20000144,   144 Vibilia (A875 LA),Vibilia,N,0,8.12,JPL 130,0.2358,2.653,2.027,4.82,76.16,294.47,2460147.69,1580,4.32,1.03,402,2.19,3.34,54379,0,0.41504,N,MBA
20000145,   145 Adeona (A875 LB),Adeona,N,0,8.43,JPL 129,0.1472,2.672,2.278,12.62,77.32,45.21,2461357.91,1590,4.37,1.31,511,2.13,3.33,54519,0,0.23958,N,MBA
20000146,   146 Lucina (A875 LC),Lucina,N,0,8.53,JPL 125,0.0658,2.718,2.539,13.1,83.93,145.22,2459965.58,1640,4.48,1.54,598,2.14,3.32,50746,0,0.25607,N,MBA
20000147,   147 Protogeneia (A875 NA),Protogeneia,N,0,8.76,JPL 84,0.0223,3.138,3.068,1.93,248.21,103.38,2461150.67,2030,5.56,2.06,802,1.89,3.21,54422,0,0.3518,N,MBA
20000148,   148 Gallia (A875 PA),Gallia,N,0,7.65,JPL 79,0.1882,2.77,2.249,25.29,144.96,252.43,2460264.45,1680,4.61,1.37,533,2.45,3.17,52886,0,0.40376,N,MBA
20000149,   149 Medusa (A875 SA),Medusa,N,0,10.55,JPL 71,0.0651,2.174,2.033,0.94,159.62,250.51,2460201.27,1170,3.21,1.04,406,2.88,3.68,48454,0,0.36902,N,MBA
20000150,   150 Nuwa (A875 UA),Nuwa,N,0,8.6,JPL 120,0.1236,2.983,2.614,2.2,206.11,154.17,2460658.44,1880,5.15,1.61,627,2.1,3.25,52591,0,0.27732,N,MBA
20000151,   151 Abundantia (A875 VA),Abundantia,N,0,9.36,JPL 74,0.0358,2.592,2.499,6.43,38.73,132.41,2460054.51,1520,4.17,1.51,587,2.28,3.41,50998,0,0.26901,N,MBA
20000152,   152 Atala (A875 VB),Atala,N,0,8.39,JPL 75,0.0825,3.137,2.879,12.12,39.87,58.96,2461362.04,2030,5.56,1.92,746,1.86,3.17,52596,0,0.22292,N,MBA
20000153,   153 Hilda (A875 VC),Hilda,N,0,7.76,JPL 74,0.1387,3.971,3.42,7.83,228.09,39.32,2460089.54,2890,7.91,2.41,938,0.581,3.02,52714,0,0.24726,N,OMB
20000154,   154 Bertha (A875 VD),Bertha,N,0,7.68,JPL 72,0.0769,3.194,2.949,21.02,36.49,167.56,2461099.23,2090,5.71,1.95,758,1.52,3.09,52584,0,0.34083,N,MBA
20000155,   155 Scylla (A875 VE),Scylla,N,0,11.16,JPL 71,0.2727,2.761,2.008,11.36,40.55,46.78,2459864.38,1680,4.59,1.04,406,1.87,3.26,54385,0,0.36896,N,MBA
20000156,   156 Xanthippe (A875 WA),Xanthippe,N,0,8.84,JPL 193,0.2238,2.733,2.122,9.78,241.78,338.59,2461339.33,1650,4.52,1.12,435,1.66,3.3,44918,0,0.26423,N,MBA
20000157,   157 Dejanira (A875 XA),Dejanira,N,0,11.19,JPL 66,0.1982,2.58,2.069,12.16,62.03,46.21,2460829.8,1510,4.14,1.11,430,2.16,3.37,43767,0,0.34874,N,MBA
20000158,   158 Koronis (A876 AA),Koronis,N,0,9.37,JPL 66,0.0533,2.868,2.715,1.01,277.65,147.26,2461098.47,1770,4.86,1.73,673,2.15,3.3,47875,0,0.28361,N,MBA
20000159,   159 Aemilia (A876 BA),Aemilia,N,0,8.31,JPL 126,0.0994,3.107,2.798,6.11,133.86,333.47,2460410.82,2000,5.48,1.82,707,1.69,3.2,43948,0,0.37084,N,MBA
20000160,   160 Una (A876 DA),Una,N,0,9.1,JPL 65,0.0659,2.727,2.547,3.82,8.54,49.95,2460217.57,1640,4.5,1.56,607,2.31,3.35,54128,0,0.39789,N,MBA
20000161,   161 Athor (A876 HA),Athor,N,0,9.33,JPL 115,0.1368,2.38,2.054,9.06,18.55,295.06,2460323.59,1340,3.67,1.06,413,2.59,3.51,54196,0,0.27632,N,MBA
20000162,   162 Laurentia (A876 HB),Laurentia,N,0,9.13,JPL 77,0.1825,3.015,2.465,6.09,35.44,115.61,2459829.64,1910,5.24,1.48,578,1.46,3.21,54194,0,0.25545,N,MBA
20000163,   163 Erigone (A876 HC),Erigone,N,0,9.8,JPL 153,0.1921,2.366,1.912,4.82,160.01,298.38,2460556.13,1330,3.64,0.935,364,2.36,3.52,48209,0,0.34202,N,MBA
20000164,   164 Eva (A876 NA),Eva,N,0,8.81,JPL 108,0.3467,2.632,1.72,24.48,76.78,284.05,2461327.79,1560,4.27,0.879,342,2.45,3.19,47905,0,0.31203,N,MBA
20000165,   165 Loreley (A876 PA),Loreley,N,0,7.82,JPL 78,0.0836,3.127,2.865,11.23,302.43,344.65,2460915.81,2020,5.53,1.85,721,1.81,3.18,54063,0,0.3574,N,MBA
20000166,   166 Rhodope (A876 PB),Rhodope,N,0,9.87,JPL 67,0.2105,2.687,2.121,12.02,128.88,264.13,2461371.96,1610,4.4,1.17,454,2.33,3.31,54059,0,0.33659,N,MBA
20000167,   167 Urda (A876 QA),Urda,N,0,9.4,JPL 67,0.0372,2.854,2.748,2.22,166.1,127.52,2460910.55,1760,4.82,1.73,674,2.09,3.3,51278,0,0.26966,N,MBA
20000168,   168 Sibylla (A876 SA),Sibylla,N,0,8.29,JPL 77,0.0748,3.374,3.121,4.67,205.92,176.44,2461066.5,2260,6.2,2.12,827,1.82,3.14,54021,0,0.24294,N,OMB
20000169,   169 Zelia (A876 SB),Zelia,N,0,9.57,JPL 66,0.1302,2.358,2.051,5.5,354.72,334.81,2460651.1,1320,3.62,1.04,405,2.65,3.54,54053,0,0.33377,N,MBA
20000170,   170 Maria (A877 AA),Maria,N,0,9.36,JPL 71,0.0614,2.554,2.397,14.36,301.19,158.54,2460213.77,1490,4.08,1.42,552,2.4,3.39,53853,0,0.26163,N,MBA
20000171,   171 Ophelia (A877 AB),Ophelia,N,0,8.65,JPL 146,0.1324,3.129,2.714,2.55,100.47,55.33,2461574.14,2020,5.53,1.73,672,1.45,3.2,14301,0,0.20535,N,MBA
20000172,   172 Baucis (A877 CA),Baucis,N,0,8.73,JPL 104,0.1143,2.38,2.108,10.02,331.9,359.23,2460969.7,1340,3.67,1.1,427,2.67,3.51,51830,0,0.38685,N,MBA
20000173,   173 Ino (A877 PA),Ino,N,0,7.99,JPL 126,0.2098,2.741,2.166,14.2,148.13,228.57,2460101,1660,4.54,1.19,464,2.22,3.27,53065,0,0.38187,N,MBA
20000174,   174 Phaedra (A877 RA),Phaedra,N,0,8.45,JPL 79,0.1449,2.86,2.445,12.1,327.27,290.86,2461288.58,1770,4.84,1.46,569,1.99,3.25,53698,0,0.29359,N,MBA
20000175,   175 Andromache (A877 TA),Andromache,N,0,8.65,JPL 79,0.2319,3.185,2.447,3.22,21.28,319.75,2461541.5,2080,5.69,1.44,560,1.48,3.15,53590,0,0.31044,N,MBA
20000176,   176 Iduna (A877 TB),Iduna,N,0,8.45,JPL 79,0.1719,3.179,2.632,22.68,200.46,188.91,2460799.72,2070,5.67,1.64,637,1.73,3.06,53657,0,0.25573,N,MBA
20000177,   177 Irma (A877 VA),Irma,N,0,9.64,JPL 122,0.2342,2.771,2.122,1.38,346.93,39.67,2460779.31,1680,4.61,1.13,438,2.04,3.3,45247,0,0.38759,N,MBA
20000178,   178 Belisana (A877 VB),Belisana,N,0,9.54,JPL 69,0.0418,2.462,2.359,1.89,51.09,213.29,2459953.31,1410,3.86,1.35,523,2.44,3.49,50679,0,0.27528,N,MBA
20000179,   179 Klytaemnestra (A877 VC),Klytaemnestra,N,0,8.28,JPL 66,0.1096,2.974,2.648,7.82,251.83,104.41,2460939.33,1870,5.13,1.66,645,2.17,3.24,52740,0,0.27789,N,MBA
20000180,   180 Garumna (A878 BA),Garumna,N,0,10.33,JPL 63,0.1683,2.72,2.262,0.87,311.83,175.91,2461144.15,1640,4.49,1.28,498,1.89,3.34,38496,0,0.25056,N,MBA
20000181,   181 Eucharis (A878 CB),Eucharis,N,0,8.09,JPL 105,0.2082,3.125,2.474,18.9,142.98,318.86,2461456.14,2020,5.52,1.52,592,1.47,3.1,52688,0,0.23059,N,MBA
20000182,   182 Elsa (A878 CC),Elsa,N,0,9.15,JPL 130,0.1868,2.415,1.964,2.01,107.17,310.51,2460267.38,1370,3.75,0.977,380,2.48,3.49,43945,0,0.44597,N,MBA
20000183,   183 Istria (A878 CD),Istria,N,0,9.49,JPL 73,0.3483,2.795,1.822,26.39,141.84,264.09,2461319.68,1710,4.67,1.02,396,2.43,3.09,43312,0,0.31278,N,MBA
20000184,   184 Dejopeja (A878 DA),Dejopeja,N,0,8.39,JPL 115,0.0595,3.196,3.005,1.13,330.21,216.93,2461111.41,2090,5.71,2.01,782,1.58,3.19,48193,0,0.36806,N,MBA
20000185,   185 Eunike (A878 EA),Eunike,N,0,7.64,JPL 118,0.1271,2.739,2.391,23.25,153.74,223.93,2461060.2,1660,4.53,1.42,554,2.41,3.22,52595,0,0.37937,N,MBA
20000186,   186 Celuta (A878 GA),Celuta,N,0,9.11,JPL 103,0.1493,2.362,2.009,13.19,14.71,315.59,2460564.03,1330,3.63,1.02,397,2.72,3.5,51414,0,0.28644,N,MBA
20000187,   187 Lamberta (A878 GB),Lamberta,N,0,8.41,JPL 121,0.24,2.728,2.073,10.58,21.67,196.69,2459896.08,1650,4.51,1.07,417,1.6,3.29,52517,0,0.28353,N,MBA
20000188,   188 Menippe (A878 MA),Menippe,N,0,9.31,JPL 96,0.1788,2.762,2.268,11.7,240.82,69.74,2461012.23,1680,4.59,1.29,500,2.06,3.29,46344,0,0.3541,N,MBA
20000189,   189 Phthia (A878 RA),Phthia,N,0,9.4,JPL 111,0.0364,2.451,2.362,5.18,203.34,169.81,2460499.18,1400,3.84,1.36,530,2.59,3.49,52815,0,0.28474,N,MBA
20000190,   190 Ismene (A878 SA),Ismene,N,0,7.91,JPL 137,0.1683,3.995,3.322,6.17,175.42,271.3,2459415.18,2920,7.98,2.35,913,0.763,3.02,47858,0,0.24834,N,OMB
20000191,   191 Kolga (A878 SB),Kolga,N,0,9.11,JPL 137,0.0873,2.896,2.644,11.52,159.18,226.56,2461366.07,1800,4.93,1.66,646,2.28,3.25,12089,0,0.20148,N,MBA
20000192,   192 Nausikaa (A879 DA),Nausikaa,N,0,7.21,JPL 130,0.2456,2.403,1.813,6.8,343.09,30.58,2459967.4,1360,3.72,0.816,318,2.49,3.47,53057,0,0.41885,N,MBA
20000193,   193 Ambrosia (A879 DB),Ambrosia,N,0,9.81,JPL 68,0.2983,2.598,1.823,12,349.49,82.57,2460789.82,1530,4.19,0.882,343,2.14,3.32,39842,0,0.25286,N,MBA
20000194,   194 Prokne (A879 FA),Prokne,N,0,7.87,JPL 162,0.2371,2.616,1.996,18.51,159.25,163.21,2460509.36,1550,4.23,0.99,385,2.16,3.29,53064,0,0.36448,N,MBA
20000195,   195 Eurykleia (A879 HA),Eurykleia,N,0,9.27,JPL 71,0.0389,2.878,2.766,6.96,6.87,117.99,2460599.09,1780,4.88,1.79,697,2.02,3.28,51128,0,0.26144,N,MBA
20000196,   196 Philomela (A879 JA),Philomela,N,0,6.73,JPL 139,0.0144,3.112,3.067,7.26,72.3,203.41,2460116.67,2010,5.49,2.05,799,1.85,3.21,53079,0,0.25908,N,MBA
20000197,   197 Arete (A879 KA),Arete,N,0,9.57,JPL 70,0.1628,2.74,2.294,8.79,81.56,245.99,2460816.07,1660,4.54,1.3,506,2.17,3.31,53067,0,0.26805,N,MBA
20000198,   198 Ampella (A879 LA),Ampella,N,0,8.56,JPL 99,0.2275,2.458,1.899,9.32,268.2,89.08,2459906.22,1410,3.85,0.922,359,2.53,3.44,46053,0,0.31211,N,MBA
20000199,   199 Byblis (A879 NA),Byblis,N,0,8.52,JPL 139,0.1832,3.161,2.582,15.48,88.42,179.52,2461213.76,2050,5.62,1.57,610,1.36,3.12,52907,0,0.3336,N,MBA
20000200,   200 Dynamene (A879 OA),Dynamene,N,0,8.47,JPL 125,0.1331,2.737,2.372,6.9,324.24,87.14,2460870.55,1650,4.53,1.39,543,2.29,3.33,53006,0,0.30567,N,MBA
20000201,   201 Penelope (A879 PA),Penelope,N,0,8.59,JPL 127,0.1791,2.679,2.199,5.76,156.9,181.15,2460451.38,1600,4.38,1.19,463,2.22,3.35,52990,0,0.25575,N,MBA
20000202,   202 Chryseis (A879 RA),Chryseis,N,0,7.69,JPL 108,0.1048,3.068,2.747,8.85,136.7,359.58,2461458.68,1960,5.37,1.76,686,1.64,3.21,52976,0,0.2063,N,MBA
20000203,   203 Pompeja (A879 SA),Pompeja,N,0,8.95,JPL 140,0.06,2.736,2.572,3.17,347.7,60.28,2460704.31,1650,4.53,1.58,616,2.33,3.35,52946,0,0.29094,N,MBA
20000204,   204 Kallisto (A879 TA),Kallisto,N,0,9.02,JPL 68,0.1749,2.674,2.206,8.27,204.99,56.5,2461370.04,1600,4.37,1.21,469,1.94,3.34,52933,0,0.31103,N,MBA
20000205,   205 Martha (A879 TB),Martha,N,0,9.47,JPL 70,0.0363,2.776,2.675,10.71,211.72,171.47,2460023.2,1690,4.63,1.68,653,2.29,3.31,52803,0,0.33326,N,MBA
20000206,   206 Hersilia (A879 TC),Hersilia,N,0,8.95,JPL 129,0.04,2.74,2.63,3.78,145.03,302.76,2460979.64,1660,4.53,1.65,642,2.22,3.35,52927,0,0.27091,N,MBA
20000207,   207 Hedda (A879 UA),Hedda,N,0,10.28,JPL 82,0.0291,2.284,2.217,3.8,29.14,191.93,2459995.71,1260,3.45,1.21,471,2.61,3.6,51867,0,0.23641,N,MBA
20000208,   208 Lacrimosa (A879 UB),Lacrimosa,N,0,9.29,JPL 72,0.0111,2.893,2.861,1.74,4.16,130.08,2460256.86,1800,4.92,1.87,730,2.05,3.29,45070,0,0.30708,N,MBA
20000209,   209 Dido (A879 UC),Dido,N,0,8.33,JPL 128,0.0546,3.146,2.974,7.17,0.63,249.78,2459921.76,2040,5.58,1.97,768,1.72,3.19,52916,0,0.26775,N,MBA
20000210,   210 Isabella (A879 VA),Isabella,N,0,9.38,JPL 134,0.1236,2.721,2.385,5.26,32.55,13.8,2460176.34,1640,4.49,1.39,542,2.33,3.34,50888,0,0.33231,N,MBA
20000211,   211 Isolda (A879 XA),Isolda,N,0,8,JPL 127,0.1548,3.047,2.575,3.87,263.17,173.55,2460076.91,1940,5.32,1.59,619,1.75,3.22,52750,0,0.39223,N,MBA
20000212,   212 Medea (A880 CA),Medea,N,0,8.5,JPL 112,0.1029,3.118,2.797,4.28,312.89,105.62,2461490.2,2010,5.51,1.81,706,1.88,3.21,52833,0,0.29687,N,MBA
20000213,   213 Lilaea (A880 DA),Lilaea,N,0,9.13,JPL 135,0.1442,2.757,2.359,6.8,121.93,163.27,2460016.26,1670,4.58,1.34,523,2,3.32,52781,0,0.27265,N,MBA
20000214,   214 Aschera (A880 DB),Aschera,N,0,9.35,JPL 67,0.0308,2.612,2.531,3.44,341.91,136.55,2459989.32,1540,4.22,1.55,603,2.32,3.41,52808,0,0.34564,N,MBA
20000215,   215 Oenone (A880 GA),Oenone,N,0,9.6,JPL 67,0.0336,2.766,2.673,1.68,24.89,318.69,2460550.48,1680,4.6,1.66,648,2.26,3.34,52746,0,0.28317,N,MBA
20000216,   216 Kleopatra (A880 GB),Kleopatra,N,2,7.11,JPL 148,0.2508,2.794,2.093,13.12,215.32,179.75,2459968.84,1710,4.67,1.1,428,1.94,3.24,52669,0,0.36554,N,MBA
20000217,   217 Eudora (A880 QA),Eudora,N,0,9.92,JPL 69,0.3098,2.867,1.979,10.52,162.57,155.13,2461198.42,1770,4.85,0.972,378,1.63,3.2,50661,0,0.34962,N,MBA
20000218,   218 Bianca (A880 RA),Bianca,N,0,8.71,JPL 116,0.1163,2.667,2.357,15.2,170.56,62.34,2460027.29,1590,4.35,1.39,542,2.08,3.32,52596,0,0.29034,N,MBA
20000219,   219 Thusnelda (A880 SA),Thusnelda,N,0,9.4,JPL 67,0.2228,2.354,1.83,10.86,200.77,142.76,2460685.99,1320,3.61,0.836,325,2.6,3.5,52540,0,0.24075,N,MBA
20000220,   220 Stephania (A881 KA),Stephania,N,0,11.24,JPL 66,0.2574,2.348,1.744,7.6,257.83,78.6,2461070.99,1310,3.6,0.754,293,2.48,3.5,34071,0,0.37341,N,MBA
20000221,   221 Eos (A882 BA),Eos,N,0,7.76,JPL 65,0.1013,3.013,2.708,10.89,141.72,192.52,2461059.24,1910,5.23,1.7,661,2.03,3.21,50712,0,0.37593,N,MBA
20000222,   222 Lucia (A882 CA),Lucia,N,0,9.65,JPL 78,0.1297,3.155,2.746,2.15,80.12,183.88,2459709.43,2050,5.6,1.73,674,1.5,3.19,45842,0,0.39454,N,MBA
20000223,   223 Rosa (A882 EA),Rosa,N,0,9.85,JPL 80,0.1205,3.093,2.72,1.92,47.54,65.56,2459888.97,1990,5.44,1.74,676,1.64,3.21,50747,0,0.36828,N,MBA
20000224,   224 Oceana (A882 FA),Oceana,N,0,8.74,JPL 80,0.0449,2.646,2.527,5.84,352.75,282.04,2460727.13,1570,4.3,1.52,591,2.29,3.38,51032,0,0.30069,N,MBA
20000225,   225 Henrietta (A882 HA),Henrietta,N,0,8.83,JPL 135,0.2618,3.396,2.507,20.85,197.04,103.74,2461153.12,2290,6.26,1.59,619,1.69,2.99,47199,0,0.33491,N,OMB
20000226,   226 Weringia (A882 OA),Weringia,N,0,9.88,JPL 68,0.2035,2.713,2.161,15.97,134.94,153.74,2460794.14,1630,4.47,1.16,450,2.01,3.28,51820,0,0.33947,N,MBA
20000227,   227 Philosophia (A882 PA),Philosophia,N,0,9.17,JPL 70,0.1991,3.158,2.529,9.07,324.71,271.09,2461323.55,2050,5.61,1.54,599,1.43,3.15,42595,0,0.31451,N,MBA
20000228,   228 Agathe (A882 QA),Agathe,N,0,12.29,JPL 68,0.2423,2.201,1.667,2.54,313.24,19.09,2461181.69,1190,3.26,0.657,256,2.63,3.62,48060,0,0.42798,N,MBA
20000229,   229 Adelinda (A882 QB),Adelinda,N,0,9.36,JPL 116,0.1364,3.422,2.956,2.08,27.84,309.04,2461709.09,2310,6.33,1.95,758,1.48,3.13,50917,0,0.31366,N,OMB
20000230,   230 Athamantis (A882 RA),Athamantis,N,0,7.53,JPL 123,0.0613,2.382,2.236,9.46,239.77,139.09,2461195.77,1340,3.68,1.25,486,2.74,3.52,51821,0,0.49442,N,MBA
20000231,   231 Vindobona (A882 RB),Vindobona,N,0,9.73,JPL 65,0.157,2.918,2.459,5.09,350.31,269.16,2461188.49,1820,4.98,1.45,565,1.73,3.26,50867,0,0.27197,N,MBA
20000232,   232 Russia (A883 BA),Russia,N,0,10.61,JPL 70,0.1727,2.555,2.114,6.06,152.13,51.96,2461185.04,1490,4.09,1.12,436,1.97,3.41,40530,0,0.22179,N,MBA
20000233,   233 Asterope (A883 JA),Asterope,N,0,8.47,JPL 113,0.1012,2.661,2.392,7.69,221.93,126.27,2460165.34,1590,4.34,1.4,543,2.46,3.37,46426,0,0.34106,N,MBA
20000234,   234 Barbara (A883 PA),Barbara,N,0,9.14,JPL 110,0.2456,2.386,1.8,15.38,144.44,192.4,2460228.92,1350,3.68,0.792,308,2.41,3.45,51484,0,0.20898,N,MBA
20000235,   235 Carolina (A883 WA),Carolina,N,0,9,JPL 92,0.0606,2.881,2.707,9.03,65.99,207.91,2460283.43,1790,4.89,1.7,660,1.99,3.27,51346,0,0.2326,N,MBA
20000236,   236 Honoria (A884 HA),Honoria,N,0,8.24,JPL 70,0.19,2.799,2.267,7.7,185.81,174.32,2461327.85,1710,4.68,1.26,492,2.13,3.29,51212,0,0.37553,N,MBA
20000237,   237 Coelestina (A884 MA),Coelestina,N,0,9.19,JPL 67,0.0735,2.763,2.56,9.76,84.13,201.93,2459788.76,1680,4.59,1.55,602,2.13,3.32,51209,0,0.29204,N,MBA
20000238,   238 Hypatia (A884 NA),Hypatia,N,0,8.09,JPL 112,0.0919,2.908,2.641,12.4,183.8,209.83,2460360.76,1810,4.96,1.65,643,2.28,3.24,48390,0,0.38177,N,MBA
20000239,   239 Adrastea (A884 QA),Adrastea,N,0,10.53,JPL 64,0.2359,2.965,2.265,6.18,180.61,209.53,2460118.27,1860,5.11,1.27,495,1.79,3.21,51030,0,0.35987,N,MBA
20000240,   240 Vanadis (A884 QB),Vanadis,N,0,9.17,JPL 77,0.2092,2.664,2.107,2.11,115.05,300.83,2460513.96,1590,4.35,1.12,436,2.15,3.35,51148,0,0.4033,N,MBA
20000241,   241 Germania (A884 RA),Germania,N,0,7.8,JPL 136,0.106,3.047,2.724,5.52,270.13,79.28,2459981.43,1940,5.32,1.72,671,2.03,3.22,50904,0,0.3853,N,MBA
20000242,   242 Kriemhild (A884 SA),Kriemhild,N,0,9.54,JPL 68,0.1226,2.86,2.509,11.35,206.89,278.85,2461176.26,1770,4.84,1.56,606,1.96,3.26,51014,0,0.2362,N,MBA
20000243,   243 Ida (A884 SB),Ida,N,1,10.09,JPL 179,0.0447,2.86,2.732,1.13,323.58,114.13,2460960.54,1770,4.84,1.75,680,2.12,3.3,51005,0,0.27345,N,MBA
20000244,   244 Sita (A884 TA),Sita,N,0,12,JPL 66,0.1369,2.175,1.877,2.85,208.93,166.27,2460964.15,1170,3.21,0.878,341,2.99,3.67,51005,0,0.37205,N,MBA
20000245,   245 Vera (A885 CA),Vera,N,0,7.98,JPL 146,0.1976,3.096,2.484,5.18,61.04,331.92,2460929.74,1990,5.45,1.49,580,1.74,3.19,50953,0,0.24206,N,MBA
20000246,   246 Asporina (A885 EA),Asporina,N,0,8.65,JPL 81,0.1082,2.694,2.403,15.62,162.26,96.34,2460055.58,1620,4.42,1.45,564,2.2,3.31,50956,0,0.2434,N,MBA
20000247,   247 Eukrate (A885 EB),Eukrate,N,0,8.19,JPL 113,0.2466,2.74,2.065,24.95,0.04,55.34,2460567.88,1660,4.54,1.15,448,2.35,3.17,50975,0,0.40718,N,MBA
20000248,   248 Lameia (A885 LA),Lameia,N,0,10.28,JPL 127,0.0678,2.47,2.303,4.07,246.63,11.37,2460816.92,1420,3.88,1.29,502,2.38,3.48,50796,0,0.34911,N,MBA
20000249,   249 Ilse (A885 QA),Ilse,N,0,11.43,JPL 57,0.2171,2.378,1.862,9.62,334.67,42.28,2460784.12,1340,3.67,0.873,340,2.62,3.49,50766,0,0.26139,N,MBA
20000250,   250 Bettina (A885 RA),Bettina,N,0,7.7,JPL 74,0.1368,3.143,2.713,12.82,23.8,75.82,2461346.83,2030,5.57,1.77,687,1.77,3.16,50775,0,0.16473,N,MBA
20000251,   251 Sophia (A885 TA),Sophia,N,0,9.99,JPL 73,0.0935,3.098,2.809,10.55,155.87,289.34,2459944.43,1990,5.45,1.85,719,1.82,3.19,50700,0,0.28562,N,MBA
20000252,   252 Clementina (A885 TB),Clementina,N,0,9.96,JPL 74,0.066,3.162,2.953,10.03,201.91,160.33,2460985.68,2050,5.62,1.95,760,1.99,3.18,50735,0,0.2706,N,MBA
20000253,   253 Mathilde (A885 VA),Mathilde,N,0,10.38,JPL 242,0.2643,2.647,1.947,6.74,179.5,157.65,2460006.21,1570,4.31,0.94,366,2.07,3.33,50555,0,0.38939,N,MBA
20000254,   254 Augusta (A886 FA),Augusta,N,0,11.87,JPL 58,0.1211,2.196,1.93,4.51,28.41,233.5,2460039.51,1190,3.25,0.92,358,2.59,3.66,50567,0,0.21777,N,MBA
20000255,   255 Oppavia (A886 FB),Oppavia,N,0,10.54,JPL 68,0.0791,2.745,2.528,9.46,13.57,154.47,2461373.11,1660,4.55,1.54,599,2,3.32,50567,0,0.22833,N,MBA
20000256,   256 Walpurga (A886 GA),Walpurga,N,0,9.95,JPL 71,0.063,3.007,2.817,13.3,182.79,49.79,2461458.18,1900,5.21,1.83,712,1.8,3.21,50565,0,0.34731,N,MBA
20000257,   257 Silesia (A886 GB),Silesia,N,0,9.72,JPL 69,0.1124,3.12,2.769,3.61,34.05,32.04,2461481.57,2010,5.51,1.78,694,1.83,3.2,50584,0,0.28832,N,MBA
20000258,   258 Tyche (A886 JA),Tyche,N,0,8.3,JPL 102,0.2052,2.614,2.077,14.33,207.53,155.39,2460015.03,1540,4.23,1.08,422,2.35,3.33,50411,0,0.39956,N,MBA
20000259,   259 Aletheia (A886 MA),Aletheia,N,0,7.84,JPL 140,0.1298,3.133,2.726,10.81,86.78,166.45,2460841.01,2030,5.54,1.71,667,1.52,3.17,45962,0,0.39202,N,MBA
20000260,   260 Huberta (A886 TA),Huberta,N,0,9.32,JPL 141,0.1071,3.451,3.082,6.42,164.95,180.2,2461555.19,2340,6.41,2.07,807,1.59,3.12,42970,0,0.30008,N,OMB
20000261,   261 Prymno (A886 UA),Prymno,N,0,9.58,JPL 139,0.0902,2.331,2.121,3.63,96.58,66.68,2460075.37,1300,3.56,1.13,441,2.43,3.56,39155,0,0.29824,N,MBA
